2025-11-27 19:40:09,095 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:12,099 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:14,107 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:16,113 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:18,112 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:20,123 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:22,119 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:24,110 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:26,118 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:28,128 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:30,153 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:32,145 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:34,142 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:36,146 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:38,167 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:40,168 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:42,164 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:44,157 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:46,185 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:48,184 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:50,183 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:52,192 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:54,212 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:56,202 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:49:58,205 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:00,227 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:02,233 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:04,237 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:06,248 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:08,249 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:10,253 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:12,280 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:14,276 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:16,271 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:18,283 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:20,288 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:22,296 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:24,289 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:26,292 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:28,288 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:30,289 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:32,296 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:34,313 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:36,318 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:38,331 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:40,333 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:42,354 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:44,365 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:46,384 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:48,392 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:50,415 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:52,417 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:54,411 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:56,418 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:50:58,413 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:00,410 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:02,424 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:04,452 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:06,456 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:08,460 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:10,442 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:12,464 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:14,472 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:16,487 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:18,501 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:20,524 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:22,519 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:24,530 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:26,537 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:28,538 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:30,546 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:32,566 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:34,580 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:36,605 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:38,614 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:40,615 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:42,616 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:44,627 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:46,642 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:48,650 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:50,650 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:52,665 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:54,678 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:56,677 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:51:58,691 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:00,709 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:02,723 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:04,736 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:06,762 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:08,756 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:10,760 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:12,781 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:14,790 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:16,791 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:18,787 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:20,791 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:22,799 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:24,828 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:26,845 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:28,861 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:30,876 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:32,892 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:34,910 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:36,918 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:38,893 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:40,911 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:42,919 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:44,934 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:46,931 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:48,930 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:50,927 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:52,939 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:54,953 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:56,971 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:52:58,976 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:00,985 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:03,013 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:05,029 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:07,025 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:09,033 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:11,062 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:13,068 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:15,085 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:17,089 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:19,094 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:21,122 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:23,124 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:25,122 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:27,124 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:29,125 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:31,133 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:33,134 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:35,149 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:37,155 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:39,155 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:41,157 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:43,172 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:45,179 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:47,186 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:49,202 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:51,201 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:53,208 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:55,227 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:57,248 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:53:59,236 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:01,246 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:03,253 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:05,255 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:07,273 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:09,293 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:11,300 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:13,307 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:15,303 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:17,305 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:19,312 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:21,321 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:23,330 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:25,354 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:27,371 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:29,383 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:31,396 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:33,394 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:35,417 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:37,411 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:39,417 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:41,420 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:43,427 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:45,437 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:47,428 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:49,451 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:51,461 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:53,467 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:55,476 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:57,483 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:54:59,480 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:01,473 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:03,487 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:05,510 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:07,531 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:09,548 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:11,554 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:13,579 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:15,597 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:17,615 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:19,637 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:21,631 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:23,655 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:25,660 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:27,674 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:29,702 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:31,701 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:33,700 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:35,693 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:37,718 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:39,727 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:41,727 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:43,724 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:45,738 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:47,746 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:49,742 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:51,766 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:53,783 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:55,783 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:57,797 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:55:59,826 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:01,834 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:03,844 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:05,869 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:07,878 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:09,908 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:11,922 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:13,938 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:15,963 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:17,957 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:19,967 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:21,970 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:23,988 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:26,006 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:28,017 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:30,032 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:32,051 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:34,062 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:36,089 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:38,082 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:40,110 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:42,121 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:44,123 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:46,113 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:48,115 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:50,136 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:52,139 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:54,142 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:56,167 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:56:58,187 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:00,184 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:02,190 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:04,195 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:06,217 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:08,213 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:10,219 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:12,236 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:14,260 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:16,265 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:18,276 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:20,281 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:22,296 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:24,320 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:26,341 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:28,356 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:30,363 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:32,390 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:34,415 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:36,414 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:38,418 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:40,414 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:42,412 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:44,418 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:46,421 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:48,451 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:50,463 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:52,482 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 19:57:54,492 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:10:54,438 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:10:56,469 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
